date,county,count_new,count_total,death_new,death_total
2020-11-28,Riverside,1085,86854,0,1437
2020-11-29,Riverside,529,87383,0,1437
2020-11-30,Riverside,339,87722,5,1442
2020-12-01,Riverside,808,88530,1,1443
2020-12-02,Riverside,1559,90089,1,1444
2020-12-03,Riverside,2400,92489,13,1457
2020-12-04,Riverside,2766,95255,15,1472
2020-12-05,Riverside,3357,98612,0,1472
2020-12-06,Riverside,1476,100088,0,1472
2020-12-07,Riverside,2275,102363,16,1488
2020-12-08,Riverside,5257,107620,25,1513
2020-12-09,Riverside,2756,110376,26,1539
2020-12-10,Riverside,2418,112794,12,1551
2020-12-11,Riverside,2535,115329,22,1573
2020-12-12,Riverside,3006,118335,0,1573
2020-12-13,Riverside,1356,119691,0,1573
2020-12-14,Riverside,4024,123715,13,1586
2020-12-15,Riverside,8107,131822,42,1628
2020-12-16,Riverside,3929,135751,38,1666
2020-12-17,Riverside,3574,139325,42,1708
2020-12-18,Riverside,3050,142375,36,1744
2020-12-19,Riverside,4328,146703,0,1744
2020-12-20,Riverside,2011,148714,0,1744
2020-12-21,Riverside,2999,151713,9,1753
2020-12-22,Riverside,3346,155059,36,1789
2020-03-18,Unassigned,21,21,0,0
2020-03-19,Unassigned,-8,13,0,0
2020-03-20,Unassigned,3,16,0,0
2020-03-21,Unassigned,38,54,0,0
2020-03-22,Unassigned,5,59,1,1
2020-03-23,Unassigned,0,59,-1,0
2020-03-24,Unassigned,6,65,0,0
2020-03-25,Unassigned,3,68,0,0
2020-03-26,Unassigned,1,69,1,1
2020-03-27,Unassigned,-26,43,0,1
2020-03-28,Unassigned,4,47,0,1
2020-03-29,Unassigned,3,50,0,1
2020-03-30,Unassigned,0,50,0,1
2020-03-31,Unassigned,0,50,0,1
2020-04-01,Unassigned,0,50,0,1
2020-04-02,Unassigned,-1,49,0,1
2020-04-03,Unassigned,5,54,0,1
2020-04-04,Unassigned,-2,52,0,1
2020-04-05,Unassigned,0,52,0,1
2020-04-06,Unassigned,1,53,1,2
2020-04-07,Unassigned,0,53,0,2
2020-04-08,Unassigned,2,55,0,2
2020-04-09,Unassigned,-2,53,0,2
2020-04-10,Unassigned,-51,2,-2,0
2020-04-11,Unassigned,0,2,0,0
2020-04-12,Unassigned,0,2,0,0
2020-04-13,Unassigned,0,2,0,0
2020-04-14,Unassigned,0,2,0,0
2020-04-15,Unassigned,0,2,0,0
2020-04-16,Unassigned,2,4,0,0
2020-04-17,Unassigned,-2,2,0,0
2020-04-18,Unassigned,1,3,0,0
2020-04-19,Unassigned,-2,1,0,0
2020-04-20,Unassigned,1,2,0,0
2020-04-21,Unassigned,0,2,0,0
2020-04-22,Unassigned,1,3,0,0
2020-04-23,Unassigned,0,3,0,0
2020-04-24,Unassigned,-1,2,0,0
2020-04-25,Unassigned,1,3,0,0
2020-04-26,Unassigned,0,3,0,0
2020-04-27,Unassigned,0,3,0,0
2020-04-28,Unassigned,-1,2,0,0
2020-04-29,Unassigned,0,2,0,0
2020-04-30,Unassigned,1,3,0,0
2020-05-01,Unassigned,1,4,0,0
2020-05-02,Unassigned,-2,2,0,0
2020-05-03,Unassigned,1,3,0,0
2020-05-04,Unassigned,0,3,0,0
2020-05-05,Unassigned,-1,2,0,0
2020-05-06,Unassigned,0,2,0,0
2020-05-07,Unassigned,0,2,0,0
2020-05-08,Unassigned,0,2,0,0
2020-05-09,Unassigned,1,3,0,0
2020-05-10,Unassigned,-1,2,0,0
2020-05-11,Unassigned,1,3,0,0
2020-05-12,Unassigned,1,4,0,0
2020-05-13,Unassigned,-2,2,0,0
2020-05-14,Unassigned,0,2,0,0
2020-05-15,Unassigned,1,3,0,0
2020-05-16,Unassigned,1,4,0,0
2020-05-17,Unassigned,-1,3,0,0
2020-05-18,Unassigned,0,3,0,0
2020-05-19,Unassigned,3,6,0,0
2020-05-20,Unassigned,-3,3,0,0
2020-05-21,Unassigned,-1,2,0,0
2020-05-22,Unassigned,1,3,0,0
2020-05-23,Unassigned,-1,2,0,0
2020-05-24,Unassigned,0,2,0,0
2020-05-25,Unassigned,0,2,0,0
2020-05-26,Unassigned,0,2,0,0
2020-05-27,Unassigned,0,2,0,0
2020-05-28,Unassigned,1,3,0,0
2020-05-29,Unassigned,2,5,0,0
2020-05-30,Unassigned,-2,3,0,0
2020-05-31,Unassigned,-1,2,0,0
2020-06-01,Unassigned,1,3,0,0
2020-06-02,Unassigned,0,3,0,0
2020-06-03,Unassigned,-1,2,0,0
2020-06-04,Unassigned,1,3,0,0
2020-06-05,Unassigned,0,3,0,0
2020-06-06,Unassigned,-1,2,0,0
2020-06-07,Unassigned,1,3,0,0
2020-06-08,Unassigned,-1,2,0,0
2020-06-09,Unassigned,2,4,0,0
2020-06-10,Unassigned,-1,3,0,0
2020-06-11,Unassigned,-1,2,0,0
2020-06-12,Unassigned,1,3,0,0
2020-06-13,Unassigned,2,5,0,0
2020-06-14,Unassigned,-3,2,0,0
2020-06-15,Unassigned,2,4,0,0
2020-06-16,Unassigned,-2,2,0,0
2020-06-17,Unassigned,3,5,0,0
2020-06-18,Unassigned,-2,3,0,0
2020-06-19,Unassigned,0,3,0,0
2020-06-20,Unassigned,0,3,0,0
2020-06-21,Unassigned,0,3,0,0
2020-06-22,Unassigned,1,4,0,0
2020-06-23,Unassigned,-1,3,0,0
2020-06-24,Unassigned,-1,2,0,0
2020-06-25,Unassigned,0,2,0,0
2020-06-26,Unassigned,1,3,0,0
2020-06-27,Unassigned,0,3,0,0
2020-06-28,Unassigned,2,5,0,0
2020-06-29,Unassigned,-1,4,0,0
2020-06-30,Unassigned,1,5,0,0
2020-07-01,Unassigned,1,6,0,0
2020-07-02,Unassigned,1,7,0,0
2020-07-03,Unassigned,-1,6,0,0
2020-07-04,Unassigned,-1,5,0,0
2020-07-05,Unassigned,2,7,0,0
2020-07-06,Unassigned,1,8,0,0
2020-07-07,Unassigned,-2,6,0,0
2020-07-08,Unassigned,-1,5,0,0
2020-07-09,Unassigned,-1,4,0,0
2020-07-10,Unassigned,1,5,0,0
2020-07-11,Unassigned,-2,3,0,0
2020-07-12,Unassigned,2,5,0,0
2020-07-13,Unassigned,3,8,0,0
2020-07-14,Unassigned,-4,4,0,0
2020-07-15,Unassigned,6,10,0,0
2020-07-16,Unassigned,-6,4,0,0
2020-07-17,Unassigned,11,15,0,0
2020-07-18,Unassigned,-7,8,0,0
2020-07-19,Unassigned,2,10,0,0
2020-07-20,Unassigned,3,13,0,0
2020-07-21,Unassigned,-10,3,0,0
2020-07-22,Unassigned,1,4,0,0
2020-07-23,Unassigned,0,4,0,0
2020-07-24,Unassigned,1,5,0,0
2020-07-25,Unassigned,-2,3,0,0
2020-07-26,Unassigned,3,6,0,0
2020-07-27,Unassigned,-1,5,0,0
2020-07-28,Unassigned,-1,4,0,0
2020-07-29,Unassigned,-2,2,0,0
2020-07-30,Unassigned,2,4,0,0
2020-07-31,Unassigned,-1,3,0,0
2020-08-01,Unassigned,-1,2,0,0
2020-08-02,Unassigned,1,3,0,0
2020-08-03,Unassigned,0,3,0,0
2020-08-04,Unassigned,3,6,0,0
2020-08-05,Unassigned,-3,3,0,0
2020-08-06,Unassigned,-1,2,0,0
2020-08-07,Unassigned,0,2,0,0
2020-08-08,Unassigned,4,6,0,0
2020-08-09,Unassigned,-1,5,0,0
2020-08-10,Unassigned,-1,4,0,0
2020-08-11,Unassigned,2,6,0,0
2020-08-12,Unassigned,1,7,0,0
2020-08-13,Unassigned,-5,2,0,0
2020-08-14,Unassigned,2,4,0,0
2020-08-15,Unassigned,-2,2,0,0
2020-08-16,Unassigned,0,2,0,0
2020-08-17,Unassigned,0,2,0,0
2020-08-18,Unassigned,2,4,0,0
2020-08-19,Unassigned,-2,2,0,0
2020-08-20,Unassigned,2,4,0,0
2020-08-21,Unassigned,-2,2,0,0
2020-08-22,Unassigned,0,2,0,0
2020-08-23,Unassigned,1,3,0,0
2020-08-24,Unassigned,1,4,0,0
2020-08-25,Unassigned,-3,1,0,0
2020-08-26,Unassigned,0,1,0,0
2020-08-27,Unassigned,1,2,0,0
2020-08-28,Unassigned,0,2,0,0
2020-08-29,Unassigned,-1,1,0,0
2020-08-30,Unassigned,0,1,0,0
2020-08-31,Unassigned,1,2,0,0
2020-09-01,Unassigned,-1,1,0,0
2020-09-02,Unassigned,0,1,0,0
2020-09-03,Unassigned,0,1,0,0
2020-09-04,Unassigned,0,1,0,0
2020-09-05,Unassigned,0,1,0,0
2020-09-06,Unassigned,0,1,0,0
2020-09-07,Unassigned,1,2,0,0
2020-09-08,Unassigned,0,2,0,0
2020-09-09,Unassigned,-1,1,0,0
2020-09-10,Unassigned,6,7,0,0
2020-09-11,Unassigned,-5,2,0,0
2020-09-12,Unassigned,-1,1,0,0
2020-09-13,Unassigned,7,8,0,0
2020-09-14,Unassigned,-1,7,0,0
2020-09-15,Unassigned,-6,1,0,0
2020-09-16,Unassigned,0,1,0,0
2020-09-17,Unassigned,1,2,0,0
2020-09-18,Unassigned,-1,1,0,0
2020-09-19,Unassigned,4,5,0,0
2020-09-20,Unassigned,3,8,0,0
2020-09-21,Unassigned,1,9,0,0
2020-09-22,Unassigned,1,10,0,0
2020-09-23,Unassigned,5,15,0,0
2020-09-24,Unassigned,-2,13,0,0
2020-09-25,Unassigned,-2,11,0,0
2020-09-26,Unassigned,-1,10,0,0
2020-09-27,Unassigned,0,10,0,0
2020-09-28,Unassigned,0,10,0,0
2020-09-29,Unassigned,1,11,0,0
2020-09-30,Unassigned,-4,7,0,0
2020-10-01,Unassigned,-4,3,0,0
2020-10-02,Unassigned,2,5,0,0
2020-10-03,Unassigned,-2,3,0,0
2020-10-04,Unassigned,0,3,0,0
2020-10-05,Unassigned,0,3,0,0
2020-10-06,Unassigned,20,23,0,0
2020-10-07,Unassigned,-20,3,0,0
2020-10-08,Unassigned,2,5,0,0
2020-10-09,Unassigned,0,5,0,0
2020-10-10,Unassigned,4,9,0,0
2020-10-11,Unassigned,0,9,0,0
2020-10-12,Unassigned,0,9,0,0
2020-10-13,Unassigned,-7,2,0,0
2020-10-14,Unassigned,-1,1,0,0
2020-10-15,Unassigned,1,2,0,0
2020-10-16,Unassigned,1,3,0,0
2020-10-17,Unassigned,2,5,0,0
2020-10-18,Unassigned,0,5,0,0
2020-10-19,Unassigned,0,5,0,0
2020-10-20,Unassigned,2,7,0,0
2020-10-21,Unassigned,-2,5,0,0
2020-10-22,Unassigned,-4,1,0,0
2020-10-23,Unassigned,0,1,0,0
2020-10-24,Unassigned,2,3,0,0
2020-10-25,Unassigned,-1,2,0,0
2020-10-26,Unassigned,1,3,0,0
2020-10-27,Unassigned,-1,2,0,0
2020-10-28,Unassigned,0,2,0,0
2020-10-29,Unassigned,0,2,0,0
2020-10-30,Unassigned,0,2,0,0
2020-10-31,Unassigned,2,4,0,0
2020-11-01,Unassigned,0,4,0,0
2020-11-02,Unassigned,-1,3,0,0
2020-11-03,Unassigned,2,5,0,0
2020-11-04,Unassigned,3,8,0,0
2020-11-05,Unassigned,-5,3,0,0
2020-11-06,Unassigned,2,5,0,0
2020-11-07,Unassigned,1,6,0,0
2020-11-08,Unassigned,-2,4,0,0
2020-11-09,Unassigned,0,4,0,0
2020-11-10,Unassigned,-1,3,0,0
2020-11-11,Unassigned,3,6,0,0
2020-11-12,Unassigned,-1,5,0,0
2020-11-13,Unassigned,1,6,0,0
2020-11-14,Unassigned,-1,5,0,0
2020-11-15,Unassigned,2,7,0,0
2020-11-16,Unassigned,1,8,0,0
2020-11-17,Unassigned,0,8,0,0
2020-11-18,Unassigned,-2,6,0,0
2020-11-19,Unassigned,0,6,0,0
2020-11-20,Unassigned,0,6,0,0
2020-11-21,Unassigned,0,6,0,0
2020-11-22,Unassigned,1,7,0,0
2020-11-23,Unassigned,0,7,0,0
2020-11-24,Unassigned,1,8,0,0
2020-11-25,Unassigned,-1,7,0,0
2020-11-26,Unassigned,0,7,0,0
2020-11-27,Unassigned,1,8,0,0
2020-11-28,Unassigned,0,8,0,0
2020-11-29,Unassigned,1,9,0,0
2020-11-30,Unassigned,0,9,0,0
2020-12-01,Unassigned,0,9,0,0
2020-12-02,Unassigned,2,11,0,0
2020-12-03,Unassigned,-1,10,0,0
2020-12-04,Unassigned,-2,8,0,0
2020-12-05,Unassigned,1,9,0,0
2020-12-06,Unassigned,-1,8,0,0
2020-12-07,Unassigned,0,8,0,0
2020-12-08,Unassigned,0,8,0,0
2020-12-09,Unassigned,3,11,0,0
2020-12-10,Unassigned,-3,8,0,0
2020-12-11,Unassigned,-3,5,0,0
2020-12-12,Unassigned,2,7,0,0
2020-12-13,Unassigned,0,7,0,0
2020-12-14,Unassigned,286,293,0,0
2020-12-15,Unassigned,718,1011,0,0
2020-12-16,Unassigned,403,1414,0,0
2020-12-17,Unassigned,270,1684,0,0
2020-12-18,Unassigned,450,2134,0,0
2020-12-19,Unassigned,467,2601,0,0
2020-12-20,Unassigned,226,2827,0,0
2020-12-21,Unassigned,212,3039,0,0
2020-12-22,Unassigned,579,3618,0,0
2020-03-18,Contra Costa,44,44,0,0
2020-03-19,Contra Costa,2,46,0,0
2020-03-20,Contra Costa,6,52,1,1
2020-03-21,Contra Costa,10,62,0,1
2020-03-22,Contra Costa,17,79,0,1
2020-03-23,Contra Costa,12,91,1,2
2020-03-24,Contra Costa,17,108,-1,1
2020-03-25,Contra Costa,23,131,0,1
2020-03-26,Contra Costa,16,147,1,2
2020-03-27,Contra Costa,14,161,0,2
2020-03-28,Contra Costa,14,175,0,2
2020-03-29,Contra Costa,12,187,1,3
2020-03-30,Contra Costa,25,212,0,3
2020-03-31,Contra Costa,34,246,0,3
2020-04-01,Contra Costa,21,267,0,3
2020-04-02,Contra Costa,30,297,0,3
2020-04-03,Contra Costa,30,327,2,5
2020-04-04,Contra Costa,55,382,0,5
2020-04-05,Contra Costa,33,415,1,6
2020-04-06,Contra Costa,32,447,1,7
2020-04-07,Contra Costa,24,471,0,7
2020-04-08,Contra Costa,10,481,0,7
2020-04-09,Contra Costa,24,505,0,7
2020-04-10,Contra Costa,32,537,2,9
2020-04-11,Contra Costa,13,550,3,12
2020-04-12,Contra Costa,3,553,0,12
2020-04-13,Contra Costa,28,581,1,13
2020-04-14,Contra Costa,36,617,0,13
2020-04-15,Contra Costa,28,645,1,14
2020-04-16,Contra Costa,30,675,2,16
2020-04-17,Contra Costa,12,687,3,19
2020-04-18,Contra Costa,34,721,0,19
2020-04-19,Contra Costa,10,731,1,20
2020-04-20,Contra Costa,22,753,2,22
2020-04-21,Contra Costa,13,766,0,22
2020-04-22,Contra Costa,6,772,0,22
2020-04-23,Contra Costa,14,786,1,23
2020-04-24,Contra Costa,20,806,0,23
2020-04-25,Contra Costa,15,821,2,25
2020-04-26,Contra Costa,9,830,0,25
2020-04-27,Contra Costa,13,843,0,25
2020-04-28,Contra Costa,23,866,0,25
2020-04-29,Contra Costa,19,885,0,25
2020-04-30,Contra Costa,15,900,2,27
2020-05-01,Contra Costa,15,915,1,28
2020-05-02,Contra Costa,14,929,0,28
2020-05-03,Contra Costa,16,945,0,28
2020-05-04,Contra Costa,4,949,0,28
2020-05-05,Contra Costa,27,976,1,29
2020-05-06,Contra Costa,14,990,0,29
2020-05-07,Contra Costa,15,1005,0,29
2020-05-08,Contra Costa,19,1024,0,29
2020-05-09,Contra Costa,15,1039,3,32
2020-05-10,Contra Costa,7,1046,-1,31
2020-05-11,Contra Costa,6,1052,1,32
2020-05-12,Contra Costa,15,1067,0,32
2020-05-13,Contra Costa,15,1082,1,33
2020-05-14,Contra Costa,8,1090,0,33
2020-05-15,Contra Costa,16,1106,0,33
2020-05-16,Contra Costa,30,1136,0,33
2020-05-17,Contra Costa,19,1155,0,33
2020-05-18,Contra Costa,18,1173,0,33
2020-05-19,Contra Costa,32,1205,0,33
2020-05-20,Contra Costa,18,1223,0,33
2020-05-21,Contra Costa,20,1243,3,36
2020-05-22,Contra Costa,29,1272,0,36
2020-05-23,Contra Costa,30,1302,0,36
2020-05-24,Contra Costa,23,1325,0,36
2020-05-25,Contra Costa,23,1348,1,37
2020-05-26,Contra Costa,4,1352,0,37
2020-05-27,Contra Costa,21,1373,0,37
2020-05-28,Contra Costa,19,1392,0,37
2020-05-29,Contra Costa,19,1411,0,37
2020-05-30,Contra Costa,18,1429,0,37
2020-05-31,Contra Costa,29,1458,0,37
2020-06-01,Contra Costa,28,1486,1,38
2020-06-02,Contra Costa,19,1505,0,38
2020-06-03,Contra Costa,6,1511,0,38
2020-06-04,Contra Costa,40,1551,0,38
2020-06-05,Contra Costa,24,1575,0,38
2020-06-06,Contra Costa,44,1619,0,38
2020-06-07,Contra Costa,34,1653,1,39
2020-06-08,Contra Costa,61,1714,1,40
2020-06-09,Contra Costa,30,1744,3,43
2020-06-10,Contra Costa,34,1778,0,43
2020-06-11,Contra Costa,19,1797,1,44
2020-06-12,Contra Costa,30,1827,0,44
2020-06-13,Contra Costa,41,1868,0,44
2020-06-14,Contra Costa,25,1893,0,44
2020-06-15,Contra Costa,25,1918,0,44
2020-06-16,Contra Costa,53,1971,5,49
2020-06-17,Contra Costa,49,2020,1,50
2020-06-18,Contra Costa,52,2072,5,55
2020-06-19,Contra Costa,34,2106,1,56
2020-06-20,Contra Costa,125,2231,0,56
2020-06-21,Contra Costa,51,2282,6,62
2020-06-22,Contra Costa,81,2363,0,62
2020-06-23,Contra Costa,90,2453,0,62
2020-06-24,Contra Costa,67,2520,5,67
2020-06-25,Contra Costa,80,2600,5,72
2020-06-26,Contra Costa,90,2690,1,73
2020-06-27,Contra Costa,53,2743,0,73
2020-06-28,Contra Costa,125,2868,1,74
2020-06-29,Contra Costa,247,3115,2,76
2020-06-30,Contra Costa,102,3217,0,76
2020-07-01,Contra Costa,41,3258,1,77
2020-07-02,Contra Costa,89,3347,1,78
2020-07-03,Contra Costa,100,3447,1,79
2020-07-04,Contra Costa,136,3583,2,81
2020-07-05,Contra Costa,82,3665,0,81
2020-07-06,Contra Costa,236,3901,4,85
2020-07-07,Contra Costa,230,4131,1,86
2020-07-08,Contra Costa,137,4268,0,86
2020-07-09,Contra Costa,120,4388,2,88
2020-07-10,Contra Costa,94,4482,0,88
2020-07-11,Contra Costa,168,4650,1,89
2020-07-12,Contra Costa,58,4708,1,90
2020-07-13,Contra Costa,174,4882,0,90
2020-07-14,Contra Costa,228,5110,2,92
2020-07-15,Contra Costa,136,5246,0,92
2020-07-16,Contra Costa,92,5338,1,93
2020-07-17,Contra Costa,145,5483,3,96
2020-07-18,Contra Costa,134,5617,2,98
2020-07-19,Contra Costa,74,5691,0,98
2020-07-20,Contra Costa,132,5823,1,99
2020-07-21,Contra Costa,387,6210,3,102
2020-07-22,Contra Costa,191,6401,0,102
2020-07-23,Contra Costa,218,6619,0,102
2020-07-24,Contra Costa,195,6814,1,103
2020-07-25,Contra Costa,106,6920,1,104
2020-07-26,Contra Costa,175,7095,0,104
2020-07-27,Contra Costa,161,7256,0,104
2020-07-28,Contra Costa,170,7426,4,108
2020-07-29,Contra Costa,94,7520,1,109
2020-07-30,Contra Costa,95,7615,7,116
2020-07-31,Contra Costa,82,7697,3,119
2020-08-01,Contra Costa,170,7867,2,121
2020-08-02,Contra Costa,128,7995,4,125
2020-08-03,Contra Costa,74,8069,2,127
2020-08-04,Contra Costa,141,8210,4,131
2020-08-05,Contra Costa,152,8362,0,131
2020-08-06,Contra Costa,221,8583,3,134
2020-08-07,Contra Costa,227,8810,2,136
2020-08-08,Contra Costa,294,9104,2,138
2020-08-09,Contra Costa,110,9214,1,139
2020-08-10,Contra Costa,240,9454,0,139
2020-08-11,Contra Costa,558,10012,7,146
2020-08-12,Contra Costa,292,10304,3,149
2020-08-13,Contra Costa,241,10545,2,151
2020-08-14,Contra Costa,348,10893,1,152
2020-08-15,Contra Costa,213,11106,4,156
2020-08-16,Contra Costa,149,11255,1,157
2020-08-17,Contra Costa,187,11442,0,157
2020-08-18,Contra Costa,247,11689,0,157
2020-08-19,Contra Costa,206,11895,1,158
2020-08-20,Contra Costa,213,12108,3,161
2020-08-21,Contra Costa,225,12333,3,164
2020-08-22,Contra Costa,189,12522,4,168
2020-08-23,Contra Costa,120,12642,1,169
2020-08-24,Contra Costa,264,12906,0,169
2020-08-25,Contra Costa,275,13181,2,171
2020-08-26,Contra Costa,67,13248,1,172
2020-08-27,Contra Costa,131,13379,1,173
2020-08-28,Contra Costa,143,13522,0,173
2020-08-29,Contra Costa,141,13663,0,173
2020-08-30,Contra Costa,117,13780,2,175
2020-08-31,Contra Costa,122,13902,0,175
2020-09-01,Contra Costa,96,13998,4,179
2020-09-02,Contra Costa,99,14097,4,183
2020-09-03,Contra Costa,109,14206,0,183
2020-09-04,Contra Costa,149,14355,3,186
2020-09-05,Contra Costa,101,14456,0,186
2020-09-06,Contra Costa,109,14565,0,186
2020-09-07,Contra Costa,72,14637,1,187
2020-09-08,Contra Costa,103,14740,0,187
2020-09-09,Contra Costa,76,14816,0,187
2020-09-10,Contra Costa,93,14909,1,188
2020-09-11,Contra Costa,92,15001,1,189
2020-09-12,Contra Costa,134,15135,2,191
2020-09-13,Contra Costa,149,15284,1,192
2020-09-14,Contra Costa,70,15354,0,192
2020-09-15,Contra Costa,69,15423,2,194
2020-09-16,Contra Costa,50,15473,3,197
2020-09-17,Contra Costa,103,15576,1,198
2020-09-18,Contra Costa,91,15667,1,199
2020-09-19,Contra Costa,116,15783,0,199
2020-09-20,Contra Costa,134,15917,2,201
2020-09-21,Contra Costa,91,16008,0,201
2020-09-22,Contra Costa,82,16090,1,202
2020-09-23,Contra Costa,77,16167,2,204
2020-09-24,Contra Costa,85,16252,0,204
2020-09-25,Contra Costa,149,16401,1,205
2020-09-26,Contra Costa,107,16508,0,205
2020-09-27,Contra Costa,88,16596,1,206
2020-09-28,Contra Costa,57,16653,0,206
2020-09-29,Contra Costa,63,16716,1,207
2020-09-30,Contra Costa,103,16819,2,209
2020-10-01,Contra Costa,79,16898,0,209
2020-10-02,Contra Costa,104,17002,2,211
2020-10-03,Contra Costa,85,17087,0,211
2020-10-04,Contra Costa,105,17192,1,212
2020-10-05,Contra Costa,58,17250,1,213
2020-10-06,Contra Costa,45,17295,5,218
2020-10-07,Contra Costa,51,17346,6,224
2020-10-08,Contra Costa,72,17418,3,227
2020-10-09,Contra Costa,69,17487,1,228
2020-10-10,Contra Costa,79,17566,2,230
2020-10-11,Contra Costa,112,17678,0,230
2020-10-12,Contra Costa,50,17728,0,230
2020-10-13,Contra Costa,55,17783,1,231
2020-10-14,Contra Costa,37,17820,2,233
2020-10-15,Contra Costa,73,17893,1,234
2020-10-16,Contra Costa,63,17956,0,234
2020-10-17,Contra Costa,49,18005,0,234
2020-10-18,Contra Costa,115,18120,0,234
2020-10-19,Contra Costa,53,18173,2,236
2020-10-20,Contra Costa,73,18246,2,238
2020-10-21,Contra Costa,53,18299,2,240
2020-10-22,Contra Costa,94,18393,0,240
2020-10-23,Contra Costa,90,18483,1,241
2020-10-24,Contra Costa,84,18567,0,241
2020-10-25,Contra Costa,73,18640,1,242
2020-10-26,Contra Costa,78,18718,0,242
2020-10-27,Contra Costa,48,18766,1,243
2020-10-28,Contra Costa,62,18828,0,243
2020-10-29,Contra Costa,105,18933,3,246
2020-10-30,Contra Costa,141,19074,0,246
2020-10-31,Contra Costa,87,19161,0,246
2020-11-01,Contra Costa,85,19246,1,247
2020-11-02,Contra Costa,93,19339,0,247
2020-11-03,Contra Costa,77,19416,0,247
2020-11-04,Contra Costa,56,19472,1,248
2020-11-05,Contra Costa,184,19656,2,250
2020-11-06,Contra Costa,88,19744,0,250
2020-11-07,Contra Costa,155,19899,1,251
2020-11-08,Contra Costa,132,20031,2,253
2020-11-09,Contra Costa,162,20193,0,253
2020-11-10,Contra Costa,133,20326,0,253
2020-11-11,Contra Costa,126,20452,0,253
2020-11-12,Contra Costa,167,20619,-1,252
2020-11-13,Contra Costa,180,20799,1,253
2020-11-14,Contra Costa,176,20975,0,253
2020-11-15,Contra Costa,204,21179,0,253
2020-11-16,Contra Costa,207,21386,0,253
2020-11-17,Contra Costa,171,21557,0,253
2020-11-18,Contra Costa,128,21685,2,255
2020-11-19,Contra Costa,201,21886,1,256
2020-11-20,Contra Costa,230,22116,1,257
2020-11-21,Contra Costa,222,22338,1,258
2020-11-22,Contra Costa,69,22407,0,258
2020-11-23,Contra Costa,267,22674,0,258
2020-11-24,Contra Costa,398,23072,0,258
2020-11-25,Contra Costa,235,23307,2,260
2020-11-26,Contra Costa,161,23468,1,261
2020-11-27,Contra Costa,-5,23463,0,261
2020-11-28,Contra Costa,335,23798,0,261
2020-11-29,Contra Costa,367,24165,0,261
2020-11-30,Contra Costa,200,24365,0,261
2020-12-01,Contra Costa,423,24788,0,261
2020-12-02,Contra Costa,359,25147,0,261
2020-12-03,Contra Costa,317,25464,1,262
2020-12-04,Contra Costa,241,25705,0,262
2020-12-05,Contra Costa,512,26217,5,267
2020-12-06,Contra Costa,349,26566,0,267
2020-12-07,Contra Costa,741,27307,0,267
2020-12-08,Contra Costa,619,27926,0,267
2020-12-09,Contra Costa,382,28308,3,270
2020-12-10,Contra Costa,105,28413,3,273
2020-12-11,Contra Costa,623,29036,6,279
2020-12-12,Contra Costa,470,29506,0,279
2020-12-13,Contra Costa,161,29667,0,279
2020-12-14,Contra Costa,927,30594,0,279
2020-12-15,Contra Costa,829,31423,0,279
2020-12-16,Contra Costa,1006,32429,11,290
2020-12-17,Contra Costa,577,33006,0,290
2020-12-18,Contra Costa,604,33610,7,297
2020-12-19,Contra Costa,711,34321,1,298
2020-12-20,Contra Costa,477,34798,0,298
2020-12-21,Contra Costa,409,35207,0,298
2020-12-22,Contra Costa,474,35681,0,298
2020-03-18,Del Norte,0,0,0,0
2020-03-19,Del Norte,0,0,0,0
2020-03-20,Del Norte,0,0,0,0
2020-03-21,Del Norte,0,0,0,0
2020-03-22,Del Norte,0,0,0,0
2020-03-23,Del Norte,0,0,0,0
2020-03-24,Del Norte,0,0,0,0
2020-03-25,Del Norte,0,0,0,0
2020-03-26,Del Norte,0,0,0,0
2020-03-27,Del Norte,0,0,0,0
2020-03-28,Del Norte,0,0,0,0
2020-03-29,Del Norte,0,0,0,0
2020-03-30,Del Norte,0,0,0,0
2020-03-31,Del Norte,0,0,0,0
2020-04-01,Del Norte,0,0,0,0
2020-04-02,Del Norte,0,0,0,0
2020-04-03,Del Norte,1,1,0,0
2020-04-04,Del Norte,0,1,0,0
2020-04-05,Del Norte,0,1,0,0
2020-04-06,Del Norte,1,2,0,0
2020-04-07,Del Norte,0,2,0,0
2020-04-08,Del Norte,0,2,0,0
2020-04-09,Del Norte,0,2,0,0
2020-04-10,Del Norte,0,2,0,0
2020-04-11,Del Norte,0,2,0,0
2020-04-12,Del Norte,0,2,0,0
2020-04-13,Del Norte,0,2,0,0
2020-04-14,Del Norte,0,2,0,0
2020-04-15,Del Norte,0,2,0,0
2020-04-16,Del Norte,0,2,0,0
2020-04-17,Del Norte,0,2,0,0
2020-04-18,Del Norte,0,2,0,0
2020-04-19,Del Norte,0,2,0,0
2020-04-20,Del Norte,0,2,0,0
2020-04-21,Del Norte,0,2,0,0
2020-04-22,Del Norte,0,2,0,0
2020-04-23,Del Norte,0,2,0,0
2020-04-24,Del Norte,0,2,0,0
2020-04-25,Del Norte,0,2,0,0
2020-04-26,Del Norte,1,3,0,0
2020-04-27,Del Norte,0,3,0,0
2020-04-28,Del Norte,0,3,0,0
2020-04-29,Del Norte,0,3,0,0
2020-04-30,Del Norte,0,3,0,0
2020-05-01,Del Norte,0,3,0,0
2020-05-02,Del Norte,0,3,0,0
2020-05-03,Del Norte,0,3,0,0
2020-05-04,Del Norte,0,3,0,0
2020-05-05,Del Norte,0,3,0,0
