date,county,icu_covid_confirmed,icu_covid_suspected,hsp_covid_confirmed,hsp_covid_suspected,icu_available_beds,hsp_all_beds
2020-04-23,Sonoma,0,5,3,17,48,NA
2020-04-24,Sonoma,0,3,3,20,45,NA
2020-04-25,Sonoma,0,0,3,9,64,NA
2020-04-26,Sonoma,0,1,1,9,63,NA
2020-04-27,Sonoma,0,2,2,11,63,NA
2020-04-28,Sonoma,0,4,3,11,52,NA
2020-04-29,Sonoma,2,2,5,14,51,NA
2020-04-30,Sonoma,2,3,5,7,50,NA
2020-05-01,Sonoma,1,4,4,15,52,NA
2020-05-02,Sonoma,2,1,3,14,49,NA
2020-05-03,Sonoma,1,4,2,14,51,NA
2020-05-04,Sonoma,1,2,3,13,57,NA
2020-05-05,Sonoma,0,3,3,13,60,NA
2020-05-06,Sonoma,1,2,4,13,56,NA
2020-05-07,Sonoma,1,2,2,11,52,NA
2020-05-08,Sonoma,1,4,2,15,51,NA
2020-05-09,Sonoma,2,3,3,12,50,NA
2020-05-10,Sonoma,2,2,5,7,50,NA
2020-05-11,Sonoma,2,4,5,9,50,NA
2020-05-12,Sonoma,4,4,6,22,49,NA
2020-05-13,Sonoma,3,1,5,20,53,NA
2020-05-14,Sonoma,3,3,5,23,51,NA
2020-05-15,Sonoma,3,1,5,34,51,NA
2020-05-16,Sonoma,2,0,5,31,54,NA
2020-05-17,Sonoma,3,0,5,26,55,NA
2020-05-18,Sonoma,2,2,3,20,53,NA
2020-05-19,Sonoma,2,2,4,24,54,NA
2020-05-20,Sonoma,2,2,2,34,52,NA
2020-05-21,Sonoma,3,5,4,31,49,NA
2020-05-22,Sonoma,3,2,5,16,47,NA
2020-05-23,Sonoma,3,2,5,17,49,NA
2020-05-24,Sonoma,3,3,6,16,50,NA
2020-05-25,Sonoma,3,6,5,22,46,NA
2020-05-26,Sonoma,2,4,5,20,59,NA
2020-05-27,Sonoma,3,2,9,22,51,NA
2020-05-28,Sonoma,2,2,8,30,46,NA
2020-05-29,Sonoma,2,6,7,37,51,NA
2020-05-30,Sonoma,2,10,5,56,46,NA
2020-05-31,Sonoma,2,8,5,44,48,NA
2020-06-01,Sonoma,2,5,5,62,50,NA
2020-06-02,Sonoma,2,5,3,69,52,NA
2020-06-03,Sonoma,2,8,3,76,50,NA
2020-06-04,Sonoma,2,7,4,54,51,NA
2020-06-05,Sonoma,2,8,3,69,54,NA
2020-06-06,Sonoma,3,8,4,71,52,NA
2020-06-07,Sonoma,3,9,5,66,49,NA
2020-06-08,Sonoma,3,10,5,74,47,NA
2020-06-09,Sonoma,3,4,5,70,49,NA
2020-06-10,Sonoma,3,4,5,57,47,NA
2020-06-11,Sonoma,3,1,4,23,49,NA
2020-06-12,Sonoma,3,3,4,38,42,NA
2020-06-13,Sonoma,2,0,5,6,47,NA
2020-06-14,Sonoma,2,0,5,29,52,NA
2020-06-15,Sonoma,3,0,6,30,46,NA
2020-06-16,Sonoma,3,0,5,13,51,NA
2020-06-17,Sonoma,3,2,6,13,47,NA
2020-06-18,Sonoma,3,1,5,11,64,NA
2020-06-19,Sonoma,3,1,4,4,57,NA
2020-06-20,Sonoma,3,0,5,0,92,NA
2020-06-21,Sonoma,3,0,4,3,62,NA
2020-06-22,Sonoma,4,1,6,1,58,NA
2020-06-23,Sonoma,7,3,9,5,56,NA
2020-06-24,Sonoma,4,1,7,1,55,NA
2020-06-25,Sonoma,4,2,7,4,54,NA
2020-06-26,Sonoma,4,1,8,4,50,NA
2020-06-27,Sonoma,5,3,10,3,49,NA
2020-06-28,Sonoma,6,1,11,1,48,NA
2020-06-29,Sonoma,7,1,11,1,50,NA
2020-06-30,Sonoma,7,1,11,4,50,NA
2020-07-01,Sonoma,4,1,13,4,51,NA
2020-07-02,Sonoma,3,1,12,3,50,NA
2020-07-03,Sonoma,3,1,15,3,48,NA
2020-07-04,Sonoma,5,1,18,8,51,NA
2020-07-05,Sonoma,6,3,20,10,52,NA
2020-07-06,Sonoma,8,5,22,11,48,NA
2020-07-07,Sonoma,9,2,24,9,43,NA
2020-07-08,Sonoma,6,1,24,11,50,NA
2020-07-09,Sonoma,4,0,25,5,53,NA
2020-07-10,Sonoma,5,2,28,8,53,NA
2020-07-11,Sonoma,4,1,25,8,55,NA
2020-07-12,Sonoma,5,2,25,9,50,NA
2020-07-13,Sonoma,7,3,27,11,40,NA
2020-07-14,Sonoma,9,2,30,11,39,NA
2020-07-15,Sonoma,12,2,33,10,41,NA
2020-07-16,Sonoma,14,1,32,14,39,NA
2020-07-17,Sonoma,15,2,38,21,32,NA
2020-07-18,Sonoma,13,1,37,13,32,NA
2020-07-19,Sonoma,13,2,36,14,32,NA
2020-07-20,Sonoma,14,3,41,15,31,NA
2020-07-21,Sonoma,9,6,40,18,36,NA
2020-07-22,Sonoma,5,2,38,11,-9,NA
2020-07-23,Sonoma,9,5,41,24,7,NA
2020-07-24,Sonoma,9,3,40,16,7,NA
2020-07-25,Sonoma,10,3,48,18,7,NA
2020-07-26,Sonoma,11,2,46,15,9,NA
2020-07-27,Sonoma,10,2,42,17,3,NA
2020-07-28,Sonoma,20,2,60,11,7,NA
2020-07-29,Sonoma,22,3,56,15,13,NA
2020-07-30,Sonoma,18,1,50,10,7,NA
2020-07-31,Sonoma,16,1,39,14,3,NA
2020-08-01,Sonoma,16,1,43,13,6,NA
2020-08-02,Sonoma,14,2,42,17,6,NA
2020-08-03,Sonoma,13,1,41,17,7,NA
2020-08-04,Sonoma,11,1,42,15,10,NA
2020-08-05,Sonoma,10,1,43,5,8,NA
2020-08-06,Sonoma,10,2,37,14,6,NA
2020-08-07,Sonoma,10,1,36,2,7,NA
2020-08-08,Sonoma,10,2,36,13,7,NA
2020-08-09,Sonoma,10,2,36,8,8,NA
2020-08-10,Sonoma,10,3,35,8,3,NA
2020-08-11,Sonoma,12,0,43,10,4,NA
2020-08-12,Sonoma,11,2,38,10,8,NA
2020-08-13,Sonoma,11,0,42,4,7,NA
2020-08-14,Sonoma,13,2,45,9,6,NA
2020-08-15,Sonoma,14,0,48,3,4,NA
2020-08-16,Sonoma,13,1,47,8,2,NA
2020-08-17,Sonoma,12,4,44,8,5,NA
2020-08-18,Sonoma,11,1,43,5,5,NA
2020-08-19,Sonoma,10,1,40,6,7,NA
2020-08-20,Sonoma,10,0,40,6,4,NA
2020-08-21,Sonoma,9,0,39,5,6,NA
2020-08-22,Sonoma,10,1,39,10,5,NA
2020-08-23,Sonoma,6,1,40,9,4,NA
2020-08-24,Sonoma,9,0,42,4,5,NA
2020-08-25,Sonoma,11,2,43,6,4,NA
2020-08-26,Sonoma,9,1,39,4,5,NA
2020-08-27,Sonoma,11,0,40,4,6,NA
2020-08-28,Sonoma,11,1,38,9,8,NA
2020-08-29,Sonoma,9,2,34,5,9,NA
2020-08-30,Sonoma,8,0,33,3,12,NA
2020-08-31,Sonoma,9,2,31,10,12,NA
2020-09-01,Sonoma,12,1,29,8,9,NA
2020-09-02,Sonoma,11,2,31,6,8,NA
2020-09-03,Sonoma,13,0,33,2,9,NA
2020-09-04,Sonoma,13,0,37,6,7,NA
2020-09-05,Sonoma,10,0,34,7,6,NA
2020-09-06,Sonoma,10,2,37,14,5,NA
2020-09-07,Sonoma,10,2,38,9,5,NA
2020-09-08,Sonoma,11,1,36,6,4,NA
2020-09-09,Sonoma,9,0,31,3,5,NA
2020-09-10,Sonoma,11,0,31,3,7,NA
2020-09-11,Sonoma,9,1,32,3,9,NA
2020-09-12,Sonoma,8,0,36,1,12,NA
2020-09-13,Sonoma,9,0,36,3,10,NA
2020-09-14,Sonoma,8,0,34,4,8,NA
2020-09-15,Sonoma,8,0,33,2,7,NA
2020-09-16,Sonoma,8,0,32,2,6,NA
2020-09-17,Sonoma,8,0,30,1,10,NA
2020-09-18,Sonoma,6,0,23,4,10,NA
2020-09-19,Sonoma,6,0,22,6,6,NA
2020-09-20,Sonoma,5,0,21,6,8,NA
2020-09-21,Sonoma,3,0,15,4,11,NA
2020-09-22,Sonoma,3,1,18,2,8,NA
2020-09-23,Sonoma,4,0,18,8,5,NA
2020-09-24,Sonoma,6,0,16,5,5,NA
2020-09-25,Sonoma,6,3,18,8,5,NA
2020-09-26,Sonoma,8,1,18,7,5,NA
2020-09-27,Sonoma,7,1,20,4,7,NA
2020-09-28,Sonoma,7,1,20,8,4,NA
2020-09-29,Sonoma,7,1,17,4,6,NA
2020-09-30,Sonoma,6,0,15,5,7,NA
2020-10-01,Sonoma,5,0,17,1,5,NA
2020-10-02,Sonoma,5,1,21,6,6,NA
2020-10-03,Sonoma,7,1,26,7,6,NA
2020-10-04,Sonoma,7,0,28,7,6,NA
2020-10-05,Sonoma,11,0,28,7,4,NA
2020-10-06,Sonoma,11,0,34,6,7,NA
2020-10-07,Sonoma,7,0,31,8,10,NA
2020-10-08,Sonoma,5,1,30,8,7,NA
2020-10-09,Sonoma,5,2,30,6,11,NA
2020-10-10,Sonoma,6,1,32,6,9,NA
2020-10-11,Sonoma,6,0,26,6,8,NA
2020-10-12,Sonoma,6,1,23,6,7,NA
2020-10-13,Sonoma,6,0,23,4,8,NA
2020-10-14,Sonoma,6,0,25,4,9,NA
2020-10-15,Sonoma,7,1,26,4,7,NA
2020-10-16,Sonoma,6,1,25,6,5,NA
2020-10-17,Sonoma,4,0,23,4,4,NA
2020-10-18,Sonoma,5,1,22,9,8,NA
2020-10-19,Sonoma,4,0,20,5,7,NA
2020-10-20,Sonoma,4,0,19,1,6,NA
2020-10-21,Sonoma,5,0,23,0,8,NA
2020-10-22,Sonoma,5,1,23,3,10,NA
2020-10-23,Sonoma,5,0,20,0,7,NA
2020-10-24,Sonoma,4,1,24,4,7,NA
2020-10-25,Sonoma,4,1,26,2,9,NA
2020-10-26,Sonoma,5,2,30,4,9,NA
2020-10-27,Sonoma,5,1,27,8,11,NA
2020-10-28,Sonoma,5,2,28,3,10,NA
2020-10-29,Sonoma,8,2,28,5,8,NA
2020-10-30,Sonoma,7,0,22,4,8,NA
2020-10-31,Sonoma,5,0,20,6,7,NA
2020-11-01,Sonoma,4,0,20,4,7,NA
2020-11-02,Sonoma,4,0,23,2,8,NA
2020-11-03,Sonoma,5,2,22,6,10,NA
2020-11-04,Sonoma,5,1,25,4,7,NA
2020-11-05,Sonoma,7,0,22,3,6,NA
2020-11-06,Sonoma,8,0,26,1,8,NA
2020-11-07,Sonoma,8,0,27,2,5,NA
2020-11-08,Sonoma,9,0,29,3,5,NA
2020-11-09,Sonoma,5,0,22,2,4,NA
2020-11-10,Sonoma,5,1,21,10,5,NA
2020-11-11,Sonoma,5,0,21,2,6,NA
2020-11-12,Sonoma,5,0,18,9,4,NA
2020-11-13,Sonoma,5,1,20,5,4,NA
2020-11-14,Sonoma,6,0,19,3,3,NA
2020-11-15,Sonoma,6,2,18,2,4,NA
2020-11-16,Sonoma,8,1,17,5,4,NA
2020-11-17,Sonoma,9,0,21,2,5,NA
2020-11-18,Sonoma,7,0,23,4,6,NA
2020-11-19,Sonoma,8,1,26,5,6,NA
2020-11-20,Sonoma,6,3,24,7,5,NA
2020-11-21,Sonoma,6,0,24,0,6,NA
2020-11-22,Sonoma,6,1,25,6,6,NA
2020-11-23,Sonoma,5,0,29,0,8,NA
2020-11-24,Sonoma,5,0,30,6,4,NA
2020-11-25,Sonoma,4,0,28,3,7,NA
2020-11-26,Sonoma,6,0,30,2,9,NA
2020-11-27,Sonoma,4,0,31,4,10,NA
2020-11-28,Sonoma,5,0,28,4,9,NA
2020-11-29,Sonoma,6,0,34,1,5,NA
2020-11-30,Sonoma,5,3,35,9,5,NA
2020-12-01,Sonoma,5,2,38,5,4,NA
2020-12-02,Sonoma,5,0,38,4,4,NA
2020-12-03,Sonoma,6,1,37,5,7,NA
2020-12-04,Sonoma,7,1,41,3,6,NA
2020-12-05,Sonoma,8,1,41,8,8,NA
2020-12-06,Sonoma,11,4,48,9,12,NA
2020-12-07,Sonoma,13,1,47,3,11,NA
2020-12-08,Sonoma,9,2,51,9,10,NA
2020-12-09,Sonoma,10,1,60,5,10,NA
2020-12-10,Sonoma,9,2,68,9,9,NA
2020-12-11,Sonoma,10,2,70,5,17,NA
2020-12-12,Sonoma,10,1,65,6,20,NA
2020-12-13,Sonoma,11,3,70,10,21,NA
2020-12-14,Sonoma,13,1,76,4,20,NA
2020-12-15,Sonoma,11,1,66,3,23,NA
2020-12-16,Sonoma,11,0,65,2,23,NA
2020-12-17,Sonoma,14,1,70,3,20,NA
2020-12-18,Sonoma,13,0,75,2,21,NA
2020-12-19,Sonoma,17,0,71,3,21,NA
2020-12-20,Sonoma,17,0,66,3,25,NA
2020-12-21,Sonoma,16,0,62,3,23,NA
2020-12-22,Sonoma,18,0,77,1,19,NA
2020-12-23,Sonoma,20,0,74,3,19,NA
2020-12-24,Sonoma,22,0,78,3,22,NA
2020-12-25,Sonoma,21,0,68,1,21,NA
2020-12-26,Sonoma,20,0,70,0,23,NA
2020-12-27,Sonoma,20,1,74,3,23,NA
2020-12-28,Sonoma,23,0,76,2,20,NA
2020-03-29,Stanislaus,9,8,20,48,25,NA
2020-03-30,Stanislaus,9,5,17,51,29,NA
2020-03-31,Stanislaus,9,1,20,31,34,NA
2020-04-01,Stanislaus,10,6,25,39,31,NA
2020-04-02,Stanislaus,11,7,30,43,22,NA
2020-04-03,Stanislaus,12,8,28,45,22,NA
2020-04-04,Stanislaus,12,9,30,45,26,NA
2020-04-05,Stanislaus,14,5,30,25,30,NA
2020-04-06,Stanislaus,12,4,28,28,37,NA
2020-04-07,Stanislaus,13,9,28,40,32,NA
2020-04-08,Stanislaus,11,5,30,35,58,NA
2020-04-09,Stanislaus,11,7,28,30,45,NA
2020-04-10,Stanislaus,11,3,27,17,44,NA
2020-04-11,Stanislaus,8,4,23,19,44,NA
2020-04-12,Stanislaus,8,3,19,19,7,NA
2020-04-13,Stanislaus,9,5,21,22,45,NA
2020-04-14,Stanislaus,9,7,18,25,50,NA
2020-04-15,Stanislaus,7,4,19,17,33,NA
2020-04-16,Stanislaus,6,3,18,19,25,NA
2020-04-17,Stanislaus,7,2,15,17,22,NA
2020-04-18,Stanislaus,5,1,14,23,31,NA
2020-04-19,Stanislaus,5,3,13,16,41,NA
2020-04-20,Stanislaus,5,6,13,18,34,NA
2020-04-21,Stanislaus,4,7,11,20,72,NA
2020-04-22,Stanislaus,5,6,13,20,58,NA
2020-04-23,Stanislaus,6,2,14,17,62,NA
2020-04-24,Stanislaus,6,2,12,15,58,NA
2020-04-25,Stanislaus,5,1,21,23,90,NA
2020-04-26,Stanislaus,7,4,28,19,97,NA
2020-04-27,Stanislaus,8,8,30,36,90,NA
2020-04-28,Stanislaus,7,2,31,30,92,NA
2020-04-29,Stanislaus,4,5,35,26,97,NA
2020-04-30,Stanislaus,3,5,35,27,100,NA
2020-05-01,Stanislaus,2,3,35,19,86,NA
2020-05-02,Stanislaus,1,7,36,30,87,NA
2020-05-03,Stanislaus,1,7,33,15,77,NA
2020-05-04,Stanislaus,2,3,34,11,90,NA
2020-05-05,Stanislaus,3,1,29,11,87,NA
2020-05-06,Stanislaus,2,1,27,11,88,NA
2020-05-07,Stanislaus,1,4,25,14,75,NA
2020-05-08,Stanislaus,3,2,21,15,81,NA
2020-05-09,Stanislaus,3,3,18,11,82,NA
2020-05-10,Stanislaus,1,3,17,10,80,NA
2020-05-11,Stanislaus,2,6,21,14,74,NA
2020-05-12,Stanislaus,1,2,19,15,81,NA
2020-05-13,Stanislaus,2,1,20,11,79,NA
2020-05-14,Stanislaus,2,1,19,19,85,NA
2020-05-15,Stanislaus,3,2,19,19,80,NA
2020-05-16,Stanislaus,1,2,19,20,82,NA
2020-05-17,Stanislaus,1,2,20,21,85,NA
2020-05-18,Stanislaus,1,1,18,20,77,NA
2020-05-19,Stanislaus,3,2,17,31,87,NA
2020-05-20,Stanislaus,3,5,18,30,80,NA
2020-05-21,Stanislaus,3,5,22,30,82,NA
2020-05-22,Stanislaus,3,2,23,11,81,NA
2020-05-23,Stanislaus,6,2,23,15,87,NA
2020-05-24,Stanislaus,6,1,22,15,85,NA
2020-05-25,Stanislaus,6,4,18,11,79,NA
2020-05-26,Stanislaus,7,5,18,14,85,NA
2020-05-27,Stanislaus,6,3,17,8,89,NA
2020-05-28,Stanislaus,6,1,15,8,78,NA
2020-05-29,Stanislaus,7,2,13,11,75,NA
2020-05-30,Stanislaus,9,1,14,8,77,NA
2020-05-31,Stanislaus,6,2,16,17,85,NA
2020-06-01,Stanislaus,7,1,22,11,79,NA
2020-06-02,Stanislaus,7,3,25,11,68,NA
2020-06-03,Stanislaus,6,2,27,14,75,NA
2020-06-04,Stanislaus,7,3,29,16,78,NA
2020-06-05,Stanislaus,8,1,25,14,76,NA
2020-06-06,Stanislaus,8,1,26,9,69,NA
2020-06-07,Stanislaus,9,0,27,10,73,NA
2020-06-08,Stanislaus,10,2,26,13,78,NA
2020-06-09,Stanislaus,13,4,29,13,78,NA
2020-06-10,Stanislaus,11,4,26,15,83,NA
2020-06-11,Stanislaus,13,1,29,18,82,NA
2020-06-12,Stanislaus,13,3,34,34,84,NA
2020-06-13,Stanislaus,19,1,41,21,86,NA
2020-06-14,Stanislaus,16,1,44,12,87,NA
2020-06-15,Stanislaus,15,1,43,18,88,NA
2020-06-16,Stanislaus,16,3,50,14,89,NA
2020-06-17,Stanislaus,14,3,49,25,84,NA
2020-06-18,Stanislaus,21,3,56,37,88,NA
2020-06-19,Stanislaus,23,4,59,34,86,NA
2020-06-20,Stanislaus,23,4,67,30,97,NA
2020-06-21,Stanislaus,24,3,70,21,96,NA
2020-06-22,Stanislaus,26,3,73,19,86,NA
2020-06-23,Stanislaus,27,2,82,16,84,NA
2020-06-24,Stanislaus,31,0,85,17,81,NA
2020-06-25,Stanislaus,34,1,93,21,94,NA
2020-06-26,Stanislaus,35,2,101,21,84,NA
2020-06-27,Stanislaus,33,2,98,31,86,NA
2020-06-28,Stanislaus,36,2,108,28,83,NA
2020-06-29,Stanislaus,35,3,113,29,74,NA
2020-06-30,Stanislaus,35,4,118,52,78,NA
2020-07-01,Stanislaus,38,6,121,61,82,NA
2020-07-02,Stanislaus,35,13,133,76,83,NA
2020-07-03,Stanislaus,34,8,137,73,78,NA
2020-07-04,Stanislaus,40,4,147,75,85,NA
2020-07-05,Stanislaus,46,4,154,59,88,NA
2020-07-06,Stanislaus,41,5,160,46,99,NA
2020-07-07,Stanislaus,45,6,166,49,89,NA
2020-07-08,Stanislaus,50,5,170,45,81,NA
2020-07-09,Stanislaus,52,4,167,61,74,NA
2020-07-10,Stanislaus,46,6,172,59,87,NA
2020-07-11,Stanislaus,45,4,172,46,75,NA
2020-07-12,Stanislaus,40,4,188,42,69,NA
2020-07-13,Stanislaus,41,1,182,58,74,NA
2020-07-14,Stanislaus,44,2,192,46,77,NA
2020-07-15,Stanislaus,45,2,193,42,76,NA
2020-07-16,Stanislaus,49,2,200,53,77,NA
2020-07-17,Stanislaus,50,5,208,59,85,NA
2020-07-18,Stanislaus,51,2,205,52,73,NA
2020-07-19,Stanislaus,55,1,209,39,61,NA
2020-07-20,Stanislaus,55,2,210,51,65,NA
2020-07-21,Stanislaus,55,2,221,45,74,NA
2020-07-22,Stanislaus,51,7,232,52,-5,NA
2020-07-23,Stanislaus,52,6,232,55,31,NA
2020-07-24,Stanislaus,49,5,206,39,33,NA
2020-07-25,Stanislaus,51,1,205,43,33,NA
2020-07-26,Stanislaus,48,0,209,39,35,NA
2020-07-27,Stanislaus,50,4,204,46,26,NA
2020-07-28,Stanislaus,50,5,192,38,25,NA
2020-07-29,Stanislaus,49,4,198,50,28,NA
2020-07-30,Stanislaus,49,3,211,37,30,NA
2020-07-31,Stanislaus,52,2,221,42,34,NA
2020-08-01,Stanislaus,51,4,216,37,30,NA
2020-08-02,Stanislaus,49,4,205,47,25,NA
2020-08-03,Stanislaus,48,4,215,43,38,NA
2020-08-04,Stanislaus,50,3,219,52,21,NA
2020-08-05,Stanislaus,55,5,223,57,9,NA
2020-08-06,Stanislaus,51,7,216,58,10,NA
2020-08-07,Stanislaus,48,3,211,44,22,NA
2020-08-08,Stanislaus,48,2,200,45,19,NA
2020-08-09,Stanislaus,49,2,191,35,21,NA
2020-08-10,Stanislaus,55,5,205,65,19,NA
2020-08-11,Stanislaus,51,4,197,65,15,NA
2020-08-12,Stanislaus,50,4,186,48,19,NA
2020-08-13,Stanislaus,57,8,197,65,9,NA
2020-08-14,Stanislaus,55,8,192,51,13,NA
2020-08-15,Stanislaus,60,5,198,49,12,NA
2020-08-16,Stanislaus,60,5,188,63,15,NA
2020-08-17,Stanislaus,59,3,196,65,13,NA
2020-08-18,Stanislaus,58,5,183,58,8,NA
2020-08-19,Stanislaus,57,5,177,45,13,NA
2020-08-20,Stanislaus,58,4,180,40,15,NA
2020-08-21,Stanislaus,54,6,178,56,14,NA
2020-08-22,Stanislaus,57,2,171,52,13,NA
2020-08-23,Stanislaus,53,3,157,50,16,NA
2020-08-24,Stanislaus,41,3,161,52,16,NA
2020-08-25,Stanislaus,37,5,159,52,19,NA
2020-08-26,Stanislaus,38,2,159,31,18,NA
2020-08-27,Stanislaus,39,3,166,39,15,NA
2020-08-28,Stanislaus,37,3,156,34,20,NA
2020-08-29,Stanislaus,36,3,145,39,27,NA
2020-08-30,Stanislaus,37,2,140,31,24,NA
2020-08-31,Stanislaus,38,8,143,46,26,NA
2020-09-01,Stanislaus,38,6,135,43,23,NA
2020-09-02,Stanislaus,36,7,131,34,22,NA
2020-09-03,Stanislaus,35,4,124,34,19,NA
2020-09-04,Stanislaus,37,2,126,33,12,NA
2020-09-05,Stanislaus,38,4,131,31,18,NA
2020-09-06,Stanislaus,37,5,134,31,18,NA
2020-09-07,Stanislaus,38,5,142,38,12,NA
2020-09-08,Stanislaus,41,5,144,50,12,NA
2020-09-09,Stanislaus,43,3,136,23,15,NA
2020-09-10,Stanislaus,41,3,125,30,15,NA
2020-09-11,Stanislaus,44,2,119,44,18,NA
2020-09-12,Stanislaus,39,3,114,34,20,NA
2020-09-13,Stanislaus,34,3,114,32,22,NA
2020-09-14,Stanislaus,34,4,113,30,22,NA
2020-09-15,Stanislaus,35,3,109,29,20,NA
2020-09-16,Stanislaus,33,3,99,32,27,NA
2020-09-17,Stanislaus,30,3,98,21,19,NA
2020-09-18,Stanislaus,30,1,95,25,29,NA
2020-09-19,Stanislaus,33,1,94,18,29,NA
2020-09-20,Stanislaus,33,1,92,21,28,NA
2020-09-21,Stanislaus,29,0,93,24,27,NA
2020-09-22,Stanislaus,29,2,92,26,22,NA
2020-09-23,Stanislaus,28,2,91,24,23,NA
2020-09-24,Stanislaus,26,5,82,32,21,NA
2020-09-25,Stanislaus,24,3,76,28,20,NA
2020-09-26,Stanislaus,23,2,69,19,27,NA
2020-09-27,Stanislaus,20,1,59,20,33,NA
2020-09-28,Stanislaus,21,1,54,24,29,NA
2020-09-29,Stanislaus,21,6,50,30,18,NA
2020-09-30,Stanislaus,21,4,58,21,21,NA
2020-10-01,Stanislaus,19,3,55,24,21,NA
2020-10-02,Stanislaus,19,0,55,19,17,NA
2020-10-03,Stanislaus,18,0,55,17,32,NA
2020-10-04,Stanislaus,20,1,54,11,39,NA
2020-10-05,Stanislaus,21,2,53,21,37,NA
2020-10-06,Stanislaus,17,1,45,15,36,NA
2020-10-07,Stanislaus,19,1,46,14,30,NA
2020-10-08,Stanislaus,20,1,50,27,23,NA
2020-10-09,Stanislaus,19,2,51,31,24,NA
2020-10-10,Stanislaus,21,2,52,27,27,NA
2020-10-11,Stanislaus,19,1,54,25,35,NA
2020-10-12,Stanislaus,18,1,54,9,40,NA
2020-10-13,Stanislaus,17,0,51,16,29,NA
2020-10-14,Stanislaus,15,2,55,19,32,NA
2020-10-15,Stanislaus,17,0,56,19,31,NA
2020-10-16,Stanislaus,15,3,55,12,31,NA
2020-10-17,Stanislaus,17,2,60,8,22,NA
2020-10-18,Stanislaus,15,2,61,12,20,NA
2020-10-19,Stanislaus,14,3,59,17,25,NA
2020-10-20,Stanislaus,14,1,52,26,21,NA
2020-10-21,Stanislaus,12,3,54,20,22,NA
2020-10-22,Stanislaus,15,1,53,20,12,NA
2020-10-23,Stanislaus,14,3,53,21,16,NA
2020-10-24,Stanislaus,12,2,46,15,15,NA
2020-10-25,Stanislaus,13,1,53,21,22,NA
2020-10-26,Stanislaus,13,1,54,14,26,NA
2020-10-27,Stanislaus,15,3,59,21,12,NA
2020-10-28,Stanislaus,16,0,58,17,19,NA
2020-10-29,Stanislaus,17,1,68,27,10,NA
2020-10-30,Stanislaus,17,0,70,14,15,NA
2020-10-31,Stanislaus,19,2,66,18,18,NA
2020-11-01,Stanislaus,17,2,71,22,17,NA
2020-11-02,Stanislaus,15,3,74,24,23,NA
2020-11-03,Stanislaus,15,4,56,17,21,NA
2020-11-04,Stanislaus,15,5,61,15,20,NA
2020-11-05,Stanislaus,15,0,58,15,18,NA
2020-11-06,Stanislaus,14,1,58,9,16,NA
2020-11-07,Stanislaus,12,1,61,6,20,NA
2020-11-08,Stanislaus,16,1,64,12,21,NA
2020-11-09,Stanislaus,15,2,62,9,19,NA
2020-11-10,Stanislaus,18,2,64,9,9,NA
2020-11-11,Stanislaus,16,3,66,12,15,NA
2020-11-12,Stanislaus,16,4,74,15,21,NA
2020-11-13,Stanislaus,21,3,84,16,21,NA
2020-11-14,Stanislaus,19,2,93,13,24,NA
2020-11-15,Stanislaus,18,2,94,14,26,NA
2020-11-16,Stanislaus,17,1,102,20,17,NA
2020-11-17,Stanislaus,14,2,101,23,19,NA
2020-11-18,Stanislaus,15,1,111,15,22,NA
2020-11-19,Stanislaus,17,1,112,7,16,NA
2020-11-20,Stanislaus,18,1,127,16,14,NA
2020-11-21,Stanislaus,22,1,129,6,19,NA
2020-11-22,Stanislaus,25,1,138,20,18,NA
2020-11-23,Stanislaus,25,0,156,9,17,NA
2020-11-24,Stanislaus,25,0,162,7,18,NA
2020-11-25,Stanislaus,28,0,171,15,17,NA
2020-11-26,Stanislaus,33,1,186,14,17,NA
2020-11-27,Stanislaus,34,0,181,20,19,NA
2020-11-28,Stanislaus,34,0,186,18,23,NA
2020-11-29,Stanislaus,36,2,189,11,22,NA
2020-11-30,Stanislaus,43,3,200,22,21,NA
2020-12-01,Stanislaus,39,3,210,18,25,NA
2020-12-02,Stanislaus,41,2,219,18,24,NA
2020-12-03,Stanislaus,49,2,218,13,18,NA
2020-12-04,Stanislaus,45,2,225,12,16,NA
2020-12-05,Stanislaus,48,3,217,15,17,NA
2020-12-06,Stanislaus,47,1,209,12,18,NA
2020-12-07,Stanislaus,49,2,231,13,16,NA
2020-12-08,Stanislaus,52,4,247,13,14,NA
2020-12-09,Stanislaus,53,3,258,12,17,NA
2020-12-10,Stanislaus,47,2,268,8,21,NA
2020-12-11,Stanislaus,58,1,287,8,13,NA
2020-12-12,Stanislaus,56,3,299,8,21,NA
2020-12-13,Stanislaus,57,3,317,13,12,NA
2020-12-14,Stanislaus,60,5,334,14,16,NA
2020-12-15,Stanislaus,59,6,334,20,7,NA
2020-12-16,Stanislaus,56,4,334,20,12,NA
2020-12-17,Stanislaus,58,2,340,14,11,NA
2020-12-18,Stanislaus,62,0,352,10,12,NA
2020-12-19,Stanislaus,64,1,343,11,10,NA
2020-12-20,Stanislaus,60,0,346,9,11,NA
2020-12-21,Stanislaus,58,1,365,8,12,NA
2020-12-22,Stanislaus,62,1,349,11,10,NA
2020-12-23,Stanislaus,62,2,342,12,15,NA
2020-12-24,Stanislaus,57,2,342,7,17,NA
2020-12-25,Stanislaus,59,1,349,11,14,NA
2020-12-26,Stanislaus,59,3,348,17,20,NA
2020-12-27,Stanislaus,62,1,352,11,21,NA
2020-12-28,Stanislaus,62,1,352,15,20,NA
